athlete_id,athlete_name,gender,age,date_of_birth,nationality,country_name,sport,event,games_type,year,host_city,team_or_individual,medal,result_value,result_unit,total_olympics_attended,total_medals_won,gold_medals,silver_medals,bronze_medals,country_total_gold,country_total_medals,country_first_participation,country_best_rank,is_record_holder,coach_name,height_cm,weight_kg,notes
ATH-03801,Klaus Yoon,Male,39,1985-05-23,FRA,France,Cross-Country Skiing,50km M,Winter,1994,Lillehammer,Individual,No Medal,3759.781,seconds,2,7,6,0,1,248,844,1896,3,No,Yury Zakharevich,175.7,78.0,Youngest competitor
ATH-03802,Laure Petrosyan,Female,30,1994-07-16,USA,United States,Rowing,Eight W,Summer,1904,St. Louis,Individual,No Medal,549.212,seconds,5,4,0,2,2,1061,2638,1896,1,No,Khristo Hristov,185.5,97.3,Disqualified (false start)
ATH-03803,Alejandro Kumar,Male,28,1996-06-26,SWE,Sweden,Cross-Country Skiing,Skiathlon W,Winter,1932,Lake Placid,Team,No Medal,6982.869,seconds,2,2,1,0,1,200,648,1896,4,No,Valentin Lalev,176.0,63.5,Photo-finish silver
ATH-03804,Naim Santos,Male,40,1984-12-02,NOR,Norway,Archery,Individual W,Summer,2024,Paris,Team,No Medal,255.854,points,4,7,6,0,1,148,392,1900,2,No,Marcus O'Sullivan,168.3,82.0,-
ATH-03805,Katarzyna Hernandez,Female,17,2007-05-27,BEL,Belgium,Gymnastics (Artistic),Pommel Horse,Summer,1906,Athens,Individual,Bronze,15.937,points,4,1,0,0,1,43,158,1900,20,No,Glen Mills,162.3,57.0,-
ATH-03806,Dafne Yohannes,Female,18,2006-02-11,SNG,Singapore,Diving,3m Synchronized Springboard W,Summer,1996,Atlanta,Individual,No Medal,251.123,points,2,4,4,0,0,1,5,1948,62,No,Bao Chünlai,170.2,57.7,Season Best
ATH-03807,Magnus Davis,Male,36,1988-08-14,AUS,Australia,Cross-Country Skiing,Skiathlon M,Winter,1948,St. Moritz,Individual,No Medal,2713.373,seconds,1,8,6,2,0,170,554,1896,4,No,Andrei Socaci,182.6,67.8,Withdrew - injury
ATH-03808,William Wójcik,Male,41,1983-11-27,CAN,Canada,Curling,Women's Curling,Winter,1960,Squaw Valley,Team,No Medal,8.097,points,1,0,0,0,0,118,381,1900,6,No,Andrei Chemerkin,179.1,83.3,Youngest competitor
ATH-03809,Lisa Sato,Female,30,1994-06-16,NOR,Norway,Canoe/Kayak,Canoe Slalom C-1 M,Summer,1900,Paris,Individual,No Medal,439.049,seconds,2,0,0,0,0,148,392,1900,2,No,Franz Stampfl,165.0,84.4,National Record
ATH-03810,Laure Oliveira,Female,24,2000-12-13,SUI,Switzerland,Basketball,3x3 Women's,Summer,1896,Athens,Team,No Medal,6.733,points,4,0,0,0,0,70,203,1896,12,No,Dan Pfaff,185.9,102.9,-
ATH-03811,Yuki Dubois,Male,18,2006-02-13,MEX,Mexico,Swimming,100m Backstroke,Summer,2000,Sydney,Individual,No Medal,369.819,seconds,1,1,0,0,1,14,72,1924,35,No,Tadashi Suzuki,184.5,57.1,-
ATH-03812,Simona Davis,Female,16,2008-12-11,CRO,Croatia,Football (Soccer),Women's Football,Summer,2020,Tokyo,Team,No Medal,12.008,goals,2,8,8,0,0,12,50,1992,38,No,Percy Cerutty,188.2,88.6,Final Appearance
ATH-03813,Marta Wójcik,Female,24,2000-07-20,AUS,Australia,Fencing,Foil Individual M,Summer,2016,Rio de Janeiro,Team,No Medal,8.998,touches,2,7,2,1,4,170,554,1896,4,No,Wei Ping,185.9,57.5,-
ATH-03814,Yuki Perez,Male,27,1997-03-23,AUT,Austria,Cross-Country Skiing,50km M,Winter,1956,Cortina d'Ampezzo,Team,Silver,4246.619,seconds,5,5,0,3,2,59,196,1896,18,No,Vladimir Alekna,175.9,58.3,-
ATH-03815,Hasmik Davaadorj,Female,27,1997-12-15,TUR,Turkey,Speed Skating,5000m W,Winter,1984,Sarajevo,Individual,Bronze,821.431,seconds,5,6,3,2,1,40,99,1908,22,No,Arthur Lydiard,188.9,85.0,Youngest competitor
ATH-03816,Natalya Romano,Female,31,1993-08-18,SWE,Sweden,Cross-Country Skiing,Sprint W,Winter,1948,St. Moritz,Team,No Medal,4625.117,seconds,1,8,0,1,7,200,648,1896,4,No,Dan Pfaff,173.6,58.8,-
ATH-03817,Liang Yang,Male,40,1984-01-12,ITA,Italy,Figure Skating,Team Event,Winter,1968,Grenoble,Individual,Bronze,190.205,points,5,6,5,0,1,247,753,1900,4,No,Li Yongbo,172.3,69.3,Disqualified (false start)
ATH-03818,Arjun Kamau,Male,41,1983-01-14,COL,Colombia,Bobsled,2-woman W,Winter,1960,Squaw Valley,Team,Gold,188.106,seconds,5,2,1,0,1,8,24,1932,48,No,Li Yongbo,172.4,103.5,First from country
ATH-03819,Rui Perez,Male,28,1996-12-02,BEL,Belgium,Boxing,Light Heavyweight,Summer,1900,Paris,Individual,No Medal,3.773,points,2,3,1,0,2,43,158,1900,20,No,Wei Ping,186.6,66.5,Record broken next day
ATH-03820,Andrew Enkhtaivan,Male,38,1986-08-07,SNG,Singapore,Canoe/Kayak,K-1 1000m M,Summer,2012,London,Individual,Gold,147.91,seconds,2,3,1,2,0,1,5,1948,62,No,John Smith,193.5,66.8,Photo-finish silver
ATH-03821,Natsuki Alekseyev,Male,42,1982-04-18,THA,Thailand,Taekwondo,-67kg W,Summer,2008,Beijing,Individual,No Medal,6.53,points,1,3,1,1,1,13,35,1952,40,No,Arthur Lydiard,180.4,64.4,-
ATH-03822,Meseret Chen,Female,23,2001-03-19,AUS,Australia,Judo,Heavyweight,Summer,1906,Athens,Individual,No Medal,3.495,ippon,5,6,6,0,0,170,554,1896,4,No,Arthur Lydiard,158.6,92.0,Withdrew - injury
ATH-03823,Hiroshi Yang,Male,31,1993-01-01,SNG,Singapore,Shooting,25m Rapid Fire Pistol,Summer,2000,Sydney,Individual,No Medal,247.464,points,1,7,0,6,1,1,5,1948,62,No,John Smith,180.6,94.1,Weather-affected
ATH-03824,Florent Schneider,Male,27,1997-02-06,IRI,Iran,Weightlifting,73kg,Summer,1996,Atlanta,Individual,No Medal,358.806,kg,3,3,0,2,1,19,60,1948,34,No,Sandor Szabo,194.9,81.6,Comeback after injury
ATH-03825,Mei Müller,Female,39,1985-09-22,CRO,Croatia,Wrestling,Freestyle 125kg,Summer,2012,London,Individual,No Medal,4.443,points,1,7,2,2,3,12,50,1992,38,No,Renato Canova,193.6,116.9,Final Appearance
ATH-03826,Vikram Brown,Male,33,1991-01-08,THA,Thailand,Football (Soccer),Men's Football,Summer,2020,Tokyo,Team,Bronze,4.935,goals,2,6,2,2,2,13,35,1952,40,No,Renato Canova,182.3,81.1,-
ATH-03827,Florent Wang,Male,41,1983-11-14,NED,Netherlands,Biathlon,Sprint W,Winter,1998,Nagano,Team,Gold,2800.178,seconds,5,1,1,0,0,121,380,1900,7,No,Khristo Hristov,165.3,69.4,Season Best
ATH-03828,Andrei Harris,Male,27,1997-08-26,ARMinistration,Armenia,Diving,3m Springboard W,Summer,2020,Tokyo,Individual,No Medal,529.73,points,5,3,2,1,0,4,18,1996,50,No,Percy Cerutty,177.1,60.2,National Record
ATH-03829,Carina Chen,Female,28,1996-08-06,ESP,Spain,Basketball,Women's Basketball,Summer,1900,Paris,Team,No Medal,18.538,points,4,0,0,0,0,50,170,1900,18,No,Alberto Salazar,176.7,116.5,-
ATH-03830,Gunel Harris,Female,29,1995-04-27,NGR,Nigeria,Ski Jumping,Normal Hill Team,Winter,1980,Lake Placid,Team,No Medal,87.063,metres,1,2,0,2,0,13,32,1952,40,No,Khristo Hristov,181.2,60.2,-
ATH-03831,Jiri Grigoryan,Male,33,1991-10-24,TPE,Chinese Taipei,Football (Soccer),Women's Football,Summer,2024,Paris,Team,No Medal,14.434,goals,3,4,1,0,3,7,25,1956,45,No,Franz Stampfl,176.1,75.1,Disqualified (false start)
ATH-03832,Laure Ito,Female,34,1990-11-23,BUL,Bulgaria,Ice Hockey,Men's Ice Hockey,Winter,1988,Calgary,Team,No Medal,3.225,goals,1,0,0,0,0,54,224,1896,15,No,Hiroshi Hoketsu,170.3,72.6,Personal Best
ATH-03833,Anthony Enkhtaivan,Male,37,1987-10-11,USA,United States,Biathlon,Sprint M,Winter,1936,Garmisch-Partenkirchen,Individual,Gold,1623.931,seconds,4,8,7,0,1,1061,2638,1896,1,No,Franz Stampfl,171.7,73.5,Final Appearance
ATH-03834,Elnur Silva,Male,41,1983-05-03,GRE,Greece,Athletics,4x100m Relay,Summer,1912,Stockholm,Individual,No Medal,144.104,seconds,4,2,0,2,0,34,116,1896,10,No,Hiroshi Hoketsu,175.4,68.8,Record broken next day
ATH-03835,Alina Kravchenko,Female,39,1985-05-14,MGL,Mongolia,Boxing,Middleweight,Summer,2004,Athens,Individual,Silver,1.44,points,3,8,4,3,1,3,21,1964,52,No,Virgilijus Alekna,171.3,87.2,Withdrew - injury
ATH-03836,Leyla Aliyev,Female,33,1991-08-18,BEL,Belgium,Judo,Middleweight,Summer,2008,Beijing,Individual,Silver,5.672,ippon,2,7,2,3,2,43,158,1900,20,No,Andrei Socaci,183.6,66.5,Personal Best
ATH-03837,Walter Volkov,Male,36,1988-12-02,CAN,Canada,Volleyball,Women's Indoor Volleyball,Summer,2020,Tokyo,Team,No Medal,20.595,points,5,0,0,0,0,118,381,1900,6,No,Tadashi Suzuki,200.2,98.9,Youngest competitor
ATH-03838,Guram Hernandez,Male,22,2002-05-13,IND,India,Gymnastics (Artistic),Uneven Bars,Summer,2000,Sydney,Individual,No Medal,12.303,points,1,7,5,2,0,10,35,1900,48,No,Dan Pfaff,171.4,42.5,Olympic Debut
ATH-03839,Rahul Ivanov,Male,27,1997-07-13,AUT,Austria,Curling,Mixed Doubles Curling,Winter,1994,Lillehammer,Team,No Medal,11.119,points,2,4,1,1,2,59,196,1896,18,No,Virgilijus Alekna,191.3,99.2,Weather-affected
ATH-03840,Christopher Constantin,Male,33,1991-12-25,DEN,Denmark,Fencing,Epee Individual W,Summer,1908,London,Individual,No Medal,11.917,touches,1,5,5,0,0,66,260,1896,10,No,Gennadi Touretski,186.5,87.9,-
ATH-03841,Fabio Volkov,Male,27,1997-02-09,RSA,South Africa,Fencing,Epee Individual W,Summer,2008,Beijing,Team,No Medal,10.796,touches,2,8,3,0,5,23,90,1904,30,No,Virgilijus Alekna,167.4,88.5,Season Best
ATH-03842,Ramil Shah,Male,27,1997-02-01,UKR,Ukraine,Fencing,Foil Individual M,Summer,2020,Tokyo,Individual,No Medal,1.991,touches,4,2,1,0,1,46,132,1996,22,No,Jon Drummond,195.8,75.5,-
ATH-03843,Anna Moore,Female,16,2008-06-18,AZE,Azerbaijan,Cycling,Omnium,Summer,2008,Beijing,Individual,No Medal,7262.835,seconds,2,5,0,5,0,7,29,1996,45,No,Khristo Hristov,181.6,60.1,Equipment issue
ATH-03844,Paul Bekele,Male,28,1996-05-26,AUT,Austria,Volleyball,Women's Beach Volleyball,Summer,2024,Paris,Team,Bronze,17.382,points,2,5,4,0,1,59,196,1896,18,No,Franz Stampfl,182.6,89.0,-
ATH-03845,Alexei Grigoryan,Male,26,1998-10-19,MAS,Malaysia,Boxing,Lightweight,Summer,2016,Rio de Janeiro,Individual,Bronze,2.955,points,2,5,4,0,1,0,12,1956,58,No,Gennadi Touretski,178.6,51.8,First from country
ATH-03846,Tomasz Makarov,Male,35,1989-03-10,KEN,Kenya,Bobsled,2-woman W,Winter,1976,Innsbruck,Team,No Medal,116.439,seconds,3,0,0,0,0,38,109,1956,20,No,Alberto Salazar,184.1,98.5,National Record
ATH-03847,Sakura Bekele,Female,30,1994-11-14,ROM,Romania,Alpine Skiing,Giant Slalom M,Winter,2022,Beijing,Individual,Silver,304.89,seconds,4,7,6,1,0,89,307,1924,8,No,Gennadi Touretski,167.0,71.4,Oldest medalist
ATH-03848,Walter Alves,Male,25,1999-11-16,ARG,Argentina,Judo,Heavyweight,Summer,2016,Rio de Janeiro,Individual,No Medal,6.329,ippon,1,8,7,1,0,23,77,1920,30,No,Alberto Salazar,161.9,62.8,-
ATH-03849,Sota Enkhtaivan,Male,41,1983-07-01,AUT,Austria,Archery,Individual M,Summer,1920,Antwerp,Individual,No Medal,269.743,points,3,4,3,0,1,59,196,1896,18,No,Andrei Chemerkin,191.6,84.6,Equipment issue
ATH-03850,Sabina Mwangi,Female,17,2007-05-02,IND,India,Triathlon,Mixed Relay,Summer,1912,Stockholm,Individual,No Medal,6751.731,seconds,1,7,7,0,0,10,35,1900,48,No,Percy Cerutty,192.4,62.6,Equipment issue
ATH-03851,Donna Nikitin,Female,22,2002-03-05,HUN,Hungary,Swimming,4x100m Freestyle Relay,Summer,1912,Stockholm,Individual,No Medal,499.976,seconds,3,7,3,0,4,182,536,1896,5,No,Bao Chünlai,192.9,62.2,-
ATH-03852,Mykhailo Wanjiku,Male,34,1990-02-15,BUL,Bulgaria,Archery,Team M,Summer,1904,St. Louis,Team,No Medal,271.036,points,2,3,2,1,0,54,224,1896,15,World Record,Marcus O'Sullivan,167.1,83.4,Equipment issue
ATH-03853,Bolormaa Munkhbat,Female,31,1993-08-08,FRA,France,Freestyle Skiing,Big Air W,Winter,1928,St. Moritz,Individual,Gold,68.382,points,2,2,2,0,0,248,844,1896,3,No,Percy Cerutty,160.7,67.1,Equipment issue
ATH-03854,Tirunesh Yang,Female,39,1985-09-28,UKR,Ukraine,Cycling,Sprint,Summer,2016,Rio de Janeiro,Individual,No Medal,8548.006,seconds,4,2,2,0,0,46,132,1996,22,No,Sandor Szabo,174.6,55.6,Disqualified (false start)
ATH-03855,Karolina Fischer,Female,32,1992-09-24,GBR,Great Britain,Speed Skating,Team Pursuit W,Winter,1968,Grenoble,Team,No Medal,177.049,seconds,1,6,6,0,0,285,896,1896,2,No,Alberto Salazar,171.9,64.0,Olympic Debut
ATH-03856,Bingxue Bondarenko,Male,32,1992-10-21,DEN,Denmark,Curling,Women's Curling,Winter,1988,Calgary,Team,Bronze,6.512,points,2,9,8,0,1,66,260,1896,10,No,Bob Bowman,173.1,83.4,-
ATH-03857,Cristina Williams,Female,41,1983-12-19,GER,Germany,Figure Skating,Pairs,Winter,1972,Sapporo,Individual,Bronze,197.435,points,1,6,2,3,1,275,854,1896,2,No,Li Yongbo,167.3,76.4,Oldest medalist
ATH-03858,Barbara Bondarenko,Female,35,1989-11-21,TPE,Chinese Taipei,Biathlon,Mass Start M,Winter,1956,Cortina d'Ampezzo,Team,Bronze,1704.823,seconds,5,4,2,1,1,7,25,1956,45,No,John Smith,179.4,79.2,-
ATH-03859,George Huseynov,Male,18,2006-10-09,GER,Germany,Skeleton,Men's Skeleton,Winter,1932,Lake Placid,Individual,Bronze,141.638,seconds,4,5,4,0,1,275,854,1896,2,No,Alberto Salazar,173.8,88.7,First from country
ATH-03860,Agnieszka Batjargal,Female,42,1982-05-11,NED,Netherlands,Bobsled,Monobob W,Winter,1998,Nagano,Team,No Medal,202.111,seconds,5,8,6,1,1,121,380,1900,7,No,Renato Canova,172.8,95.2,-
ATH-03861,Sota Gebrselassie,Male,40,1984-12-16,EGY,Egypt,Boxing,Light Heavyweight,Summer,2020,Tokyo,Individual,No Medal,4.553,points,5,7,5,2,0,8,28,1912,45,No,Percy Cerutty,186.9,90.7,Technical violation
ATH-03862,Kenji Kaminski,Male,15,2009-07-22,NZL,New Zealand,Volleyball,Women's Beach Volleyball,Summer,2024,Paris,Team,No Medal,19.476,points,5,7,3,0,4,46,116,1908,25,No,Lauren Lynde,202.6,104.1,Oldest medalist
ATH-03863,Rahul Mammadov,Male,17,2007-11-02,JPN,Japan,Bobsled,Monobob W,Winter,1928,St. Moritz,Team,No Medal,227.61,seconds,2,3,3,0,0,170,497,1912,3,No,Percy Cerutty,192.3,74.4,National Record
ATH-03864,Adam Watanabe,Male,35,1989-03-18,NOR,Norway,Football (Soccer),Women's Football,Summer,1900,Paris,Team,No Medal,13.096,goals,1,3,0,2,1,148,392,1900,2,No,Dan Pfaff,189.8,79.6,-
ATH-03865,Aysel Kipchoge,Female,18,2006-09-11,THA,Thailand,Ski Jumping,Normal Hill Individual,Winter,2022,Beijing,Team,No Medal,86.598,metres,1,0,0,0,0,13,35,1952,40,No,Hiroshi Hoketsu,171.1,66.7,-
ATH-03866,Karen Zhao,Female,24,2000-10-05,SNG,Singapore,Athletics,200m Sprint,Summer,2004,Athens,Individual,No Medal,237.229,seconds,3,8,4,1,3,1,5,1948,62,World Record,Khristo Hristov,194.4,87.7,-
ATH-03867,Carol Bondarenko,Female,21,2003-09-02,NOR,Norway,Cycling,Individual Time Trial,Summer,1920,Antwerp,Individual,No Medal,3800.271,seconds,3,5,4,1,0,148,392,1900,2,No,Anna Tarkhanova,179.3,60.5,Personal Best
ATH-03868,Romain Perez,Male,28,1996-09-04,KEN,Kenya,Speed Skating,Team Pursuit W,Winter,1960,Squaw Valley,Individual,No Medal,171.838,seconds,1,0,0,0,0,38,109,1956,20,No,Glen Mills,177.4,75.5,Technical violation
ATH-03869,Alexandra Farah,Female,32,1992-05-09,CRO,Croatia,Taekwondo,-80kg M,Summer,2012,London,Individual,Gold,7.216,points,4,7,3,1,3,12,50,1992,38,No,Hiroshi Hoketsu,169.0,50.2,-
ATH-03870,Tamar Johnson,Female,15,2009-02-21,EGY,Egypt,Figure Skating,Team Event,Winter,1988,Calgary,Individual,No Medal,215.82,points,4,4,3,1,0,8,28,1912,45,No,Percy Cerutty,174.3,73.8,Personal Best
ATH-03871,Jessica Babayev,Female,23,2001-11-16,JPN,Japan,Bobsled,2-woman W,Winter,1932,Lake Placid,Team,No Medal,105.186,seconds,3,2,0,2,0,170,497,1912,3,No,Yury Zakharevich,181.4,79.2,Season Best
ATH-03872,Constantin Ferrari,Male,35,1989-04-15,CRO,Croatia,Tennis,Men's Singles,Summer,2008,Beijing,Individual,Gold,3.011,sets,5,4,2,2,0,12,50,1992,38,Olympic Record,Bob Bowman,169.1,57.4,-
ATH-03873,Svetlana Tashkentov,Female,29,1995-06-25,GER,Germany,Curling,Men's Curling,Winter,1972,Sapporo,Team,Bronze,4.347,points,4,2,1,0,1,275,854,1896,2,No,Andrei Socaci,177.3,82.8,-
ATH-03874,Romain Petrov,Male,37,1987-11-26,AUT,Austria,Tennis,Women's Doubles,Summer,1896,Athens,Individual,No Medal,3.736,sets,2,4,1,3,0,59,196,1896,18,No,Renato Canova,197.2,72.5,Record broken next day
ATH-03875,Priya Constantin,Female,20,2004-08-05,DPR,North Korea,Biathlon,Mass Start W,Winter,2006,Turin,Individual,No Medal,1806.785,seconds,1,8,1,4,3,16,54,1964,35,No,Renato Canova,186.2,89.6,-
ATH-03876,Sarah Alekseyev,Female,24,2000-07-03,CUB,Cuba,Gymnastics (Artistic),All-Around,Summer,1904,St. Louis,Individual,No Medal,14.335,points,4,7,1,5,1,82,226,1900,8,No,Arthur Lydiard,175.8,49.7,Season Best
ATH-03877,Patrick Karimov,Male,36,1988-04-14,IRI,Iran,Canoe/Kayak,K-4 500m M,Summer,2024,Paris,Individual,No Medal,350.42,seconds,2,2,2,0,0,19,60,1948,34,No,Bao Chünlai,184.2,84.0,National Record
ATH-03878,Michelle Anderson,Female,33,1991-07-16,DEN,Denmark,Shooting,50m Rifle 3 Positions M,Summer,2016,Rio de Janeiro,Individual,No Medal,173.079,points,3,6,3,3,0,66,260,1896,10,No,Sandor Szabo,162.2,72.2,Personal Best
ATH-03879,Kipchoge Romano,Male,34,1990-10-03,NGR,Nigeria,Diving,3m Synchronized Springboard M,Summer,2020,Tokyo,Individual,Bronze,369.974,points,4,8,3,4,1,13,32,1952,40,No,Yury Zakharevich,175.2,74.2,-
ATH-03880,Zurab Kipchoge,Male,24,2000-07-27,CUB,Cuba,Tennis,Women's Doubles,Summer,1906,Athens,Individual,No Medal,5.465,sets,5,5,0,0,5,82,226,1900,8,No,Valentin Lalev,187.7,75.6,Season Best
ATH-03881,Hasmik Hakobyan,Female,34,1990-02-08,ITA,Italy,Diving,10m Synchronized Platform M,Summer,1904,St. Louis,Individual,Gold,402.704,points,3,3,3,0,0,247,753,1900,4,No,Anna Tarkhanova,166.1,68.6,Technical violation
ATH-03882,Vahram Zhang,Male,30,1994-06-17,BUL,Bulgaria,Fencing,Sabre Individual W,Summer,1896,Athens,Individual,No Medal,9.45,touches,3,2,1,1,0,54,224,1896,15,No,Sandor Szabo,183.3,91.1,-
ATH-03883,Henrik Singh,Male,29,1995-06-20,AUT,Austria,Cycling,Madison,Summer,1900,Paris,Individual,No Medal,10352.548,seconds,4,6,1,1,4,59,196,1896,18,No,Marcus O'Sullivan,171.2,82.9,Olympic Debut
ATH-03884,Pierre Hernandez,Male,16,2008-09-26,RSA,South Africa,Curling,Men's Curling,Winter,1924,Chamonix,Team,No Medal,2.679,points,1,3,3,0,0,23,90,1904,30,No,Arthur Lydiard,171.5,71.5,-
ATH-03885,Christine Oliveira,Female,24,2000-03-21,HUN,Hungary,Triathlon,Mixed Relay,Summer,1912,Stockholm,Individual,No Medal,6486.994,seconds,3,7,2,2,3,182,536,1896,5,No,Bao Chünlai,183.5,66.8,-
ATH-03886,Zheng Moore,Male,17,2007-05-17,POR,Portugal,Bobsled,4-man M,Winter,2010,Vancouver,Team,No Medal,118.496,seconds,5,2,0,1,1,6,29,1912,50,No,Tadashi Suzuki,199.7,109.8,-
ATH-03887,Patricia Yadav,Female,28,1996-01-04,GRE,Greece,Figure Skating,Men's Singles,Winter,1998,Nagano,Individual,No Medal,314.514,points,3,5,4,1,0,34,116,1896,10,No,Franz Stampfl,158.1,57.1,Comeback after injury
ATH-03888,Bingxue White,Male,28,1996-07-21,ARMinistration,Armenia,Boxing,Flyweight,Summer,2016,Rio de Janeiro,Individual,No Medal,1.161,points,1,7,7,0,0,4,18,1996,50,No,Anna Tarkhanova,163.1,66.8,-
ATH-03889,Zurab Bekele,Male,22,2002-12-20,GBR,Great Britain,Shooting,Skeet M,Summer,2000,Sydney,Individual,No Medal,151.476,points,4,7,2,1,4,285,896,1896,2,No,Anna Tarkhanova,179.3,93.0,Photo-finish silver
ATH-03890,Constantin Okonkwo,Male,21,2003-11-01,CHN,China,Bobsled,2-man M,Winter,1952,Oslo,Team,No Medal,67.536,seconds,1,1,1,0,0,263,636,1932,1,No,Valentin Lalev,178.1,94.1,-
ATH-03891,Juan Martirosyan,Male,29,1995-02-16,SUI,Switzerland,Gymnastics (Artistic),Floor Exercise,Summer,1896,Athens,Individual,No Medal,14.937,points,3,0,0,0,0,70,203,1896,12,No,Yury Zakharevich,177.9,52.8,Oldest medalist
ATH-03892,Miho Karimov,Female,34,1990-05-05,GER,Germany,Athletics,Marathon,Summer,2024,Paris,Individual,Silver,59.211,seconds,2,6,5,1,0,275,854,1896,2,No,Glen Mills,190.9,69.2,-
ATH-03893,Akiko Johnson,Female,19,2005-06-17,FIN,Finland,Wrestling,Freestyle 86kg,Summer,2024,Paris,Individual,No Medal,5.422,points,1,0,0,0,0,161,459,1908,3,No,Andrei Chemerkin,166.8,66.2,Personal Best
ATH-03894,Ketevan Dupont,Female,24,2000-08-21,POR,Portugal,Canoe/Kayak,K-4 500m M,Summer,2020,Tokyo,Individual,Gold,416.506,seconds,1,8,1,1,6,6,29,1912,50,No,Virgilijus Alekna,192.4,77.8,-
ATH-03895,Katarzyna Greco,Female,25,1999-04-07,ETH,Ethiopia,Freestyle Skiing,Slopestyle M,Winter,1984,Sarajevo,Individual,No Medal,51.773,points,4,3,1,1,1,25,57,1956,30,Olympic Record,John Smith,175.4,62.7,-
ATH-03896,Nancy Kuznetsov,Female,27,1997-04-16,SWE,Sweden,Gymnastics (Artistic),Horizontal Bar,Summer,1906,Athens,Individual,Gold,13.683,points,2,1,1,0,0,200,648,1896,4,No,Virgilijus Alekna,153.5,65.3,Olympic Debut
ATH-03897,Simona Rossi,Female,42,1982-06-22,SNG,Singapore,Ice Hockey,Women's Ice Hockey,Winter,1960,Squaw Valley,Team,No Medal,2.94,goals,3,3,3,0,0,1,5,1948,62,No,Dan Pfaff,196.6,81.2,Youngest competitor
ATH-03898,Kenji Li,Male,27,1997-10-20,SUI,Switzerland,Athletics,1500m Run,Summer,1904,St. Louis,Individual,No Medal,185.035,seconds,5,7,2,5,0,70,203,1896,12,No,Bob Bowman,183.6,62.2,-
ATH-03899,James Ivanov,Male,33,1991-04-20,FRA,France,Freestyle Skiing,Slopestyle W,Winter,1972,Sapporo,Individual,No Medal,88.423,points,5,4,0,4,0,248,844,1896,3,No,Franz Stampfl,172.4,69.6,-
ATH-03900,Darya Nozadze,Female,36,1988-02-25,DPR,North Korea,Figure Skating,Ice Dance,Winter,1964,Innsbruck,Individual,Gold,203.673,points,5,1,1,0,0,16,54,1964,35,No,Béla Károlyi,159.8,64.6,Withdrew - injury
ATH-03901,Kevin Johnson,Male,39,1985-04-27,CAN,Canada,Taekwondo,+67kg W,Summer,2012,London,Individual,No Medal,3.658,points,2,0,0,0,0,118,381,1900,6,No,Khristo Hristov,181.0,66.3,Withdrew - injury
ATH-03902,Mariam Kato,Female,15,2009-03-01,BUL,Bulgaria,Athletics,50km Race Walk,Summer,2004,Athens,Individual,No Medal,71.057,seconds,2,2,0,0,2,54,224,1896,15,No,Arthur Lydiard,178.0,76.6,Personal Best
ATH-03903,Oleksandr Gebremariam,Male,23,2001-04-17,JPN,Japan,Luge,Team Relay,Winter,2018,PyeongChang,Individual,No Medal,68.078,seconds,1,3,3,0,0,170,497,1912,3,No,Renato Canova,173.5,99.0,Personal Best
ATH-03904,Deepika Yoon,Female,39,1985-11-06,UKR,Ukraine,Gymnastics (Artistic),Horizontal Bar,Summer,2012,London,Individual,Silver,14.467,points,4,4,3,1,0,46,132,1996,22,No,Andrei Chemerkin,179.1,49.1,Olympic Debut
ATH-03905,Regzedmaa Grigoryan,Male,26,1998-07-20,USA,United States,Triathlon,Women's Triathlon,Summer,1904,St. Louis,Individual,Gold,5606.748,seconds,3,4,1,0,3,1061,2638,1896,1,No,Yury Zakharevich,163.9,61.3,Weather-affected
ATH-03906,Ondrej Petrov,Male,38,1986-08-04,ESP,Spain,Volleyball,Men's Beach Volleyball,Summer,2004,Athens,Team,No Medal,18.326,points,1,2,2,0,0,50,170,1900,18,No,Andrei Socaci,201.7,92.9,Comeback after injury
ATH-03907,Kenji Huseynov,Male,39,1985-06-05,NED,Netherlands,Ski Jumping,Normal Hill Individual,Winter,2014,Sochi,Individual,Silver,126.092,metres,1,1,0,1,0,121,380,1900,7,No,Franz Stampfl,173.1,70.4,Comeback after injury
ATH-03908,Barbara Popov,Female,42,1982-03-04,BEL,Belgium,Ice Hockey,Women's Ice Hockey,Winter,1964,Innsbruck,Team,Gold,6.201,goals,5,5,5,0,0,43,158,1900,20,No,Renato Canova,193.4,92.9,-
ATH-03909,Brian Martinez,Male,28,1996-10-18,RUS,Russia,Speed Skating,5000m W,Winter,2006,Turin,Individual,Gold,951.209,seconds,2,6,4,0,2,194,531,1994,2,No,Tadashi Suzuki,174.0,72.4,Weather-affected
ATH-03910,Priya Haile,Female,18,2006-06-22,IND,India,Luge,Team Relay,Winter,1952,Oslo,Team,No Medal,118.13,seconds,3,2,0,1,1,10,35,1900,48,No,Yury Zakharevich,188.5,99.0,Weather-affected
ATH-03911,Abebe Anderson,Male,26,1998-10-20,THA,Thailand,Curling,Women's Curling,Winter,2006,Turin,Team,No Medal,1.617,points,4,4,3,0,1,13,35,1952,40,No,Jon Drummond,171.7,74.1,Weather-affected
ATH-03912,Maxime Kravchenko,Male,24,2000-01-20,THA,Thailand,Freestyle Skiing,Big Air W,Winter,2022,Beijing,Individual,Gold,78.696,points,2,2,1,0,1,13,35,1952,40,Olympic Record,Sandor Szabo,179.1,70.9,National Record
